Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017]
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,Tailandia,THA,208062.848,283870.041,357708.275,363782.105446216,421227.830998173,431312.309909655,440411.679002401,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,Timor-Leste,TLS,453.01726,615.325105,912.7317,925.415296218775,940.459643325301,949.906839441293,959.347403614566,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,Togo,TGO,13410.2559,22054.7083,27174.075,23856.093170699,22578.1196825482,22760.6386155452,22931.8554918877,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,Tonga,TON,124.449085,175.118306,147.585116,147.552847755048,151.934445980651,155.290599558298,..,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,Trinidad y Tobago,TTO,..,24111.8088,54553.4709,54882.3407344638,58068.7623984508,59776.5834191611,61308.5253484805,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,Túnez,TUN,21219.0337,30799.8283,35101.99196,35556.6116489669,37649.9734733698,38741.1352417547,39721.0088471343,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,Turquía,TUR,224459.0446,316464.841,399181.904,404636.723099019,422721.874159766,434798.461210204,445640.078387113,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,Turkmenistán,TKM,81331.86526,63236.1554,91468.9779,80016.1400189655,87379.668518004,88648.7177282147,92178.0749079615,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,Islas Turcas y Caicos,TCA,2.39359482,..,..,..,..,..,..,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,Tuvalu,TUV,4.0320927,4.8968753,5.0625602,5.06820788774088,5.1096784152729,5.17598123419742,5.23991676902267,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,Uganda,UGA,36900.522,72771.094,89206.67,52830.3474079837,79906.210271338,80318.9682529937,80725.0849205519,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,Ucrania,UKR,953118.7193,470107.957,436817.125,367349.707769596,393092.05937722,410067.313082423,404900.30485731,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,Emiratos Árabes Unidos,ARE,72498.5763,115420.5144,181388.5363,182422.169198051,193127.157628676,199342.522558574,204888.718962496,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,Reino Unido,GBR,777244.23,673897.408,635417.17264,584940.879687974,609586.560951622,568061.828941121,585779.783273432,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,Estados Unidos,USA,6136093.5,6969123.8,6648991.2,6604068.9516624,6713348.96911148,6571653.97696764,6343840.50774614,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,Uruguay,URY,26111.56991,30375.776,34052.25,33509.6759700056,33285.1966327107,33773.770839407,34237.8295185601,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,Uzbekistán,UZB,169357.5032,165976.901,183949.988,173966.218653096,172722.665726421,180734.945597965,177223.750994586,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,Vanuatu,VUT,433.35203,462.64018,448.64291,426.858698600237,433.765841618424,440.152732079289,446.220596935657,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,Venezuela,VEN,210102.629,251579.927,271197.403,265790.10264781,268746.195077937,275683.763795513,281921.368594355,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,Viet Nam,VNM,99053.923,155791.92,255549.534,266081.848157342,278994.359953824,285091.055716172,310664.069273385,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,Islas Vírgenes (EE.UU.),VIR,45.298507,43.272328,53.838381,56.6375496035154,60.2122077074707,60.8557130023383,61.4927757344388,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,Ribera Occidental y Gaza,PSE,..,..,..,..,..,..,..,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,"Yemen, Rep. del",YEM,12850.0134,24225.1802,36800.226,37027.203947787,38865.2924309914,39949.0821612584,40924.6276912645,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,Zambia,ZMB,209648.820069,290812.3696,321163.519,266118.483645849,319784.630374572,320024.69699237,320254.218335756,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,Zimbabwe,ZWE,35100.59,51434.535,68840.706,67914.1310078185,71019.1167281256,71561.9522501464,72057.8033221346,..,..,..,..,..
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Data from Database: Indicadores del desarrollo mundial,,,,,,,,,,,,,,,
Last Updated: 06/28/2018,,,,,,,,,,,,,,,
